day,hour,pickup_cluster,actual_demand,actual_supply,traffic_level_enc,day_of_week,is_weekend,supply_lag_1h,supply_lag_2h,supply_trend,rolling_3h,cluster_avg_supply,demand_lag_1h,demand_lag_2h,demand_rolling_3h,pred_demand,pred_supply,gap,surge_multiplier,zone_status
1,14,0,52,2.9036972560981686,0.07692307692307693,1,0,4.075693346215335,3.039248982220029,1.0364443639953058,3.3395465281778436,21.248111825458732,99.0,49.0,66.66666666666667,52.139507,0.6352855040089264,51.504221789692245,3.0,🔴 High Demand
1,15,0,3,2.002030112928253,0.6666666666666666,1,0,2.9036972560981686,4.075693346215335,-1.1719960901171662,2.993806905080586,21.248111825458732,52.0,99.0,51.333333333333336,3.4213178,2.0973943186599144,1.3239234971207252,1.13,🟢 Normal
1,16,0,46,44.94546934051461,1.9782608695652173,1,0,2.002030112928253,2.9036972560981686,-0.9016671431699157,16.61706556984701,21.248111825458732,3.0,52.0,33.666666666666664,45.958347,44.892230389407956,1.0661169311486844,1.11,🟢 Normal
1,17,0,43,-0.009721287938145813,1.9767441860465116,1,0,44.94546934051461,2.002030112928253,42.94343922758636,15.645926055168239,21.248111825458732,46.0,3.0,30.666666666666668,39.211952,0.07880366274835028,39.13314854672431,3.0,🔴 High Demand
1,18,0,108,-0.00019728224816150525,0.9537037037037037,1,0,-0.009721287938145813,44.94546934051461,-44.95519062845276,14.978516923442768,21.248111825458732,43.0,46.0,65.66666666666667,107.616684,0.1283133758056162,107.48837058415532,3.0,🔴 High Demand
1,19,0,22,4.211756528037248,1.1363636363636365,1,0,-0.00019728224816150525,-0.009721287938145813,0.009524005689984308,1.4006126526169804,21.248111825458732,108.0,43.0,57.666666666666664,21.806797,4.164607940187078,17.642189087400812,3.0,🔴 High Demand
1,20,0,54,-0.1788832526958414,0.9814814814814815,1,0,4.211756528037248,-0.00019728224816150525,4.21195381028541,1.344225331031082,21.248111825458732,22.0,108.0,61.333333333333336,53.8661,-0.14814872493496214,54.01424903621426,3.0,🔴 High Demand
1,21,0,2,1.0675916256454612,2.0,1,0,-0.1788832526958414,4.211756528037248,-4.390639780733089,1.7001549669956226,21.248111825458732,54.0,22.0,26.0,1.8291057,1.0134984866428203,0.815607248182314,1.08,🟢 Normal
1,22,0,26,0.9410914395397695,1.7692307692307692,1,0,1.0675916256454612,-0.1788832526958414,1.2464748783413027,0.6099332708297963,21.248111825458732,2.0,54.0,27.333333333333332,25.713942,0.970113475448344,24.743828098648336,3.0,🔴 High Demand
1,23,0,4,1.965236904864612,1.25,1,0,0.9410914395397695,1.0675916256454612,-0.1265001861056917,1.3246399900166141,21.248111825458732,26.0,2.0,10.666666666666666,4.2846828,1.9504973997906143,2.33418535091129,1.23,🟢 Normal
2,0,0,85,40.214895618604835,1.035294117647059,2,0,1.965236904864612,0.9410914395397695,1.0241454653248425,14.373741321003072,21.248111825458732,4.0,26.0,38.333333333333336,94.663345,40.38609788099913,54.27724745591493,3.0,🔴 High Demand
2,1,0,2,2.004841863719739,0.0,2,0,40.214895618604835,1.965236904864612,38.249658713740224,14.728324795729728,21.248111825458732,85.0,4.0,30.333333333333332,2.1409035,1.9573293953195539,0.18357407758083677,1.02,🟢 Normal
2,2,0,3,0.9668232085903115,1.6666666666666667,2,0,2.004841863719739,40.214895618604835,-38.210053754885095,14.395520230304962,21.248111825458732,2.0,85.0,30.0,4.4752326,1.0216977199037567,3.453534881262015,1.35,🟡 Moderate
2,3,0,50,2.95099455327443,0.96,2,0,0.9668232085903115,2.004841863719739,-1.0380186551294277,1.9742198751948268,21.248111825458732,3.0,2.0,18.333333333333332,50.095043,2.711955582572397,47.383087599800646,3.0,🔴 High Demand
2,4,0,56,54.247241786758565,1.9464285714285714,2,0,2.95099455327443,0.9668232085903115,1.9841713446841185,19.388353182874436,21.248111825458732,50.0,3.0,36.333333333333336,55.761806,54.31485959807411,1.4469468899630016,1.14,🟢 Normal
2,5,0,88,33.97741354139273,1.25,2,0,54.247241786758565,2.95099455327443,51.29624723348414,30.391883293808576,21.248111825458732,56.0,50.0,64.66666666666667,88.133934,34.10943805170733,54.024495969288765,3.0,🔴 High Demand
2,6,0,53,44.94742725823683,1.0,2,0,33.97741354139273,54.247241786758565,-20.269828245365836,44.39069419546271,21.248111825458732,88.0,56.0,65.66666666666667,52.97519,44.95233455300539,8.022854655978982,1.8,🟡 Moderate
2,7,0,50,49.12119255982348,1.78,2,0,44.94742725823683,33.97741354139273,10.9700137168441,42.68201111981767,21.248111825458732,53.0,88.0,63.666666666666664,49.86235,49.081380646510055,0.780969817357132,1.08,🟢 Normal
2,8,0,98,98.24786971696192,0.5816326530612245,2,0,49.12119255982348,44.94742725823683,4.1737653015866485,64.10549651167408,21.248111825458732,50.0,53.0,67.0,97.632675,98.25553723893437,-0.6228620680359285,1.0,🟢 Normal
2,9,0,3,1.052279781322758,1.6666666666666667,2,0,98.24786971696192,49.12119255982348,49.12667715713844,49.47378068603606,21.248111825458732,98.0,50.0,50.333333333333336,2.783976,1.0429226408652152,1.741053437168232,1.17,🟢 Normal
2,10,0,48,1.9641630091921793,0.125,2,0,1.052279781322758,98.24786971696192,-97.19558993563916,33.75477083582562,21.248111825458732,3.0,98.0,49.666666666666664,48.057106,1.9204455989449147,46.13666041912149,3.0,🔴 High Demand
2,11,0,1,0.0055424943413733,1.0,2,0,1.9641630091921793,1.052279781322758,0.9118832278694213,1.007328428285437,21.248111825458732,48.0,3.0,17.333333333333332,1.2928318,0.22881214906414463,1.0640196294621616,1.11,🟢 Normal
2,12,0,60,0.1761155073659115,1.0,2,0,0.0055424943413733,1.9641630091921793,-1.958620514850806,0.7152736702998214,21.248111825458732,1.0,48.0,36.333333333333336,59.82294,0.2113577086980595,59.611583117717956,3.0,🔴 High Demand
2,13,0,2,0.9658446569889044,1.0,2,0,0.1761155073659115,0.0055424943413733,0.1705730130245382,0.3825008862320631,21.248111825458732,60.0,1.0,21.0,4.4530487,0.9345325626816076,3.51851614337308,1.35,🟡 Moderate
2,14,0,48,46.37270653421429,0.14583333333333334,2,0,0.9658446569889044,0.1761155073659115,0.7897291496229929,15.838222232856367,21.248111825458732,2.0,60.0,36.666666666666664,47.55049,46.39287722508248,1.1576141079253333,1.12,🟢 Normal
2,15,0,4,1.9314457281658708,1.5,2,0,46.37270653421429,0.9658446569889044,45.40686187722538,16.423332306456352,21.248111825458732,48.0,2.0,18.0,3.2285817,1.8978427194399976,1.3307389475064135,1.13,🟢 Normal
2,16,0,2,1.0099145655507535,0.5,2,0,1.9314457281658708,46.37270653421429,-44.44126080604842,16.438022275976973,21.248111825458732,4.0,48.0,18.0,2.4618483,1.0471029007300194,1.4147453582421485,1.14,🟢 Normal
2,17,0,5,3.9406997662125205,0.6,2,0,1.0099145655507535,1.9314457281658708,-0.9215311626151172,2.2940200199763816,21.248111825458732,2.0,4.0,3.6666666666666665,4.6110425,4.058133627341721,0.5529088722005158,1.06,🟢 Normal
2,18,0,3,1.9881551293359863,0.6666666666666666,2,0,3.9406997662125205,1.0099145655507535,2.930785200661767,2.3129231536997534,21.248111825458732,5.0,2.0,3.3333333333333335,3.208575,1.9966387848775369,1.2119362254221457,1.12,🟢 Normal
2,19,0,44,43.77735726599949,1.9318181818181819,2,0,1.9881551293359863,3.9406997662125205,-1.9525446368765342,16.568737387182665,21.248111825458732,3.0,5.0,17.333333333333332,44.116005,43.871647839694354,0.24435710415330192,1.02,🟢 Normal
2,20,0,44,44.21649860097447,1.0,2,0,43.77735726599949,1.9881551293359863,41.789202136663505,29.99400366543665,21.248111825458732,44.0,3.0,30.333333333333332,44.54624,44.407295852268454,0.1389459079854518,1.01,🟢 Normal
2,21,0,2,1.9834370803348536,2.0,2,0,44.21649860097447,43.77735726599949,0.43914133497497687,29.99243098243627,21.248111825458732,44.0,44.0,30.0,2.3889306,1.9273904934295212,0.461540065728804,1.05,🟢 Normal
2,23,0,98,95.85699909242952,0.08163265306122448,2,0,1.9834370803348536,44.21649860097447,-42.233061520639616,47.352311591246284,21.248111825458732,2.0,44.0,48.0,98.1214,95.90303895517128,2.218359970609967,1.22,🟢 Normal
3,0,0,3,2.056807650717718,1.6666666666666667,3,0,95.85699909242952,1.9834370803348536,93.87356201209467,33.299081274494036,21.248111825458732,98.0,2.0,34.333333333333336,3.0436223,1.9616968405907418,1.0819254147345756,1.11,🟢 Normal
3,1,0,4,2.9495862600153684,0.5,3,0,2.056807650717718,95.85699909242952,-93.8001914417118,33.6211310010542,21.248111825458732,3.0,98.0,35.0,3.7450466,2.0266221709526766,1.7184244446479093,1.17,🟢 Normal
3,2,0,5,2.9911210649984206,1.0,3,0,2.9495862600153684,2.056807650717718,0.8927786092976504,2.665838325243836,21.248111825458732,4.0,3.0,4.0,4.867349,2.85952481890699,2.0078243288896407,1.2,🟢 Normal
3,3,0,5,2.9433154631137706,1.8,3,0,2.9911210649984206,2.9495862600153684,0.041534804983052176,2.961340929375853,21.248111825458732,5.0,4.0,4.666666666666667,5.073219,2.8617499780155438,2.2114688444637043,1.22,🟢 Normal
3,4,0,94,92.78214078523442,0.14893617021276595,3,0,2.9433154631137706,2.9911210649984206,-0.047805601884649995,32.905525771115535,21.248111825458732,5.0,5.0,34.666666666666664,94.60422,92.5640228045553,2.040194724741582,1.2,🟢 Normal
3,5,0,108,0.005310984478479826,0.46296296296296297,3,0,92.78214078523442,2.9433154631137706,89.83882532212064,31.910255744275556,21.248111825458732,94.0,5.0,69.0,107.777336,-0.010223417729021649,107.78755953833449,3.0,🔴 High Demand
3,6,0,51,48.17505762189341,1.8431372549019607,3,0,0.005310984478479826,92.78214078523442,-92.77682980075593,46.98750313053544,21.248111825458732,108.0,94.0,84.33333333333333,51.2716,43.628417915395175,7.643180900522793,1.76,🟡 Moderate
3,7,0,2,2.0824024758710467,1.0,3,0,48.17505762189341,0.005310984478479826,48.16974663741493,16.75425702741431,21.248111825458732,51.0,108.0,53.666666666666664,2.5624545,1.947997782016885,0.6144566800345066,1.06,🟢 Normal
